CNTYVTD,VTDKEY,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"4394682",8215,57,110
"4394683",8216,0,0
"4394685A",8217,0,0
"4394685B",8218,0,0
"4394686",8219,0,0
"4394687",8220,20,54
"4394688",8221,12,11
"4394689",8222,44,45
"4394690",8223,9,0
"4394691",8224,4,9
"4394692",8225,2,9
"4394693",8226,1,2
"4394694",8227,1103,770
"4394702",8228,488,353
"4394703",8229,620,679
"4394705",8230,576,469
"4394707",8231,359,389
"4394711",8232,562,535
"4394713",8233,1031,594
"4394724",8234,540,198
"4410101",8235,1283,586
"4410102",8236,901,365
"4410103",8237,907,416
"4410104",8238,1343,306
"4410105",8239,950,500
"4410106",8240,241,148
"4410107",8241,235,47
"4410108",8242,681,77
"4410109",8243,137,14
"4410110",8244,51,4
"4410201",8245,332,260
"4410202",8246,573,538
"4410203",8247,692,398
"4410204",8248,705,210
"4410205",8249,712,511
"4410206",8250,1022,215
"4410207",8251,137,27
"4410301",8252,860,354
"4410302",8253,1038,282
"4410303",8254,1035,100
"4410304",8255,1066,401
"4410305",8256,1458,318
"4410306",8257,2358,476
"4410307",8258,2790,508
"4410308",8259,887,127
"4410401",8260,335,226
"4410402",8261,1091,446
"4410403",8262,773,403
"4410404",8263,676,426
"4410405",8264,556,259
"4410406",8265,1404,404
"4410407",8266,518,145
"4410408",8267,2117,246
"4410409",8268,485,51
"4430001",8269,63,41
"4430002A",8270,3,4
"4430002B",8271,46,56
"4430003",8272,80,13
"4430004A",8273,10,1
"4430004B",8274,81,19
"4450101",8275,204,41
"4450102",8276,694,118
"4450201",8277,218,81
"4450202",8278,192,60
"4450301",8279,317,158
"4450401",8280,405,125
"4450402",8281,130,6
"4470001",8282,171,7
"4470002",8283,145,23
"4473003",8284,129,27
"4474005",8285,47,12
"4474006",8286,106,7
"4490001",8287,40,197
"4490002",8288,196,106
"4490003",8289,276,68
"4490004",8290,298,59
"4490005",8291,127,24
"4490006",8292,578,98
"4490007",8293,459,111
"4490008",8294,175,248
"4490009",8295,159,54
"4490010",8296,441,54
"4490011",8297,67,25
"4490012",8298,142,21
"4490014",8299,442,328
"4490015",8300,325,66
"4490016",8301,958,251
"4490017",8302,55,149
"4490018",8303,86,12
"4490019",8304,238,117
"4490020",8305,518,218
"4510106",8306,233,168
"4510107",8307,256,131
"4510108",8308,423,50
"4510112",8309,515,72
"4510114",8310,82,206
"4510124",8311,140,307
"4510137",8312,498,509
"4510144",8313,318,294
"4510146",8314,607,495
"4510213",8315,1589,180
"4510215",8316,1154,294
"4510225",8317,57,3
"4510228",8318,990,384
"4510230",8319,2026,702
"4510241",8320,2449,605
"4510304",8321,1078,422
"4510305",8322,15,11
"4510306",8323,537,225
"4510308",8324,71,56
"4510319",8325,1495,487
"4510327",8326,670,416
"4510348",8327,293,85
"4510351",8328,208,56
"4510358",8329,2001,340
"4510401",8330,51,27
"4510402",8331,1022,594
"4510420",8332,239,47
"4510421",8333,1524,447
"4510422",8334,737,113
"4510423",8335,579,64
"4510424",8336,845,342
"4510434",8337,267,222
"4510435",8338,336,161
"4510436",8339,1472,671
"4530101",8340,528,3044
"4530102",8341,122,562
"4530103",8342,260,705
"4530104",8343,227,564
"4530105",8344,1189,4045
"4530106",8345,935,1264
"4530107",8346,157,99
"4530108",8347,165,811
"4530109",8348,391,1088
"4530110",8349,1318,2957
"4530111",8350,727,2127
"4530112",8351,193,725
"4530113",8352,987,3215
"4530114",8353,56,102
"4530115",8354,0,0
"4530116",8355,0,0
"4530117",8356,148,1523
"4530118",8357,31,330
"4530119",8358,0,0
"4530120",8359,32,54
"4530121",8360,49,573
"4530122",8361,91,1706
"4530123",8362,1490,2556
"4530124",8363,275,3121
"4530125",8364,0,0
"4530126",8365,251,3435
"4530127",8366,0,1
"4530128",8367,0,0
"4530129",8368,99,1597
"4530130",8369,131,1254
"4530131",8370,0,1
"4530132",8371,145,1716
"4530133",8372,178,1463
"4530134",8373,0,0
"4530135",8374,688,4973
"4530136",8375,811,1177
"4530137",8376,2817,3961
"4530138",8377,0,0
"4530139",8378,317,1651
"4530140",8379,188,956
"4530141",8380,52,238
"4530142",8381,68,671
"4530145",8382,444,1184
"4530146",8383,734,1171
"4530148",8384,780,1892
"4530149",8385,132,1269
"4530150",8386,691,759
"4530151",8387,175,1451
"4530152",8388,156,2731
"4530153",8389,719,2599
"4530154",8390,526,1750
"4530156",8391,460,3295
"4530160",8392,408,825
"4530161",8393,393,722
"4530163",8394,140,79
"4530164",8395,155,848
"4530200",8396,427,3695
"4530202",8397,341,2298
"4530203",8398,172,489
"4530205",8399,353,1384
"4530206",8400,226,1008
"4530207",8401,952,2448
"4530208",8402,642,4022
"4530209",8403,103,489
"4530210",8404,429,858
"4530211",8405,269,941
"4530212",8406,1637,1492
"4530213",8407,0,0
"4530214",8408,739,1269
"4530215",8409,421,1106
"4530216",8410,286,1021
"4530217",8411,271,1153
"4530218",8412,883,3151
"4530219",8413,592,1285
"4530220",8414,482,890
"4530221",8415,338,389
"4530222",8416,386,1406
"4530223",8417,70,290
"4530224",8418,14,85
"4530225",8419,668,1954
"4530226",8420,276,1066
"4530227",8421,142,370
"4530228",8422,443,985
"4530229",8423,380,970
"4530231",8424,764,1412
"4530232",8425,2635,2203
"4530233",8426,1192,1539
"4530234",8427,900,767
"4530235",8428,304,2158
"4530236",8429,379,2138
"4530237",8430,585,1099
"4530238",8431,539,1607
"4530239",8432,378,1579
"4530240",8433,220,596
"4530241",8434,242,1345
"4530242",8435,640,3965
"4530243",8436,336,1178
"4530244",8437,1247,1504
"4530245",8438,378,440
"4530246",8439,426,987
"4530247",8440,268,328
"4530248",8441,317,1505
"4530249",8442,661,1620
"4530250",8443,793,3119
"4530251",8444,677,1715
"4530252",8445,451,1560
"4530253",8446,871,1403
"4530254",8447,613,1594
"4530256",8448,704,873
"4530258",8449,495,1254
"4530259",8450,560,1517
"4530260",8451,124,587
"4530262",8452,912,2481
"4530263",8453,544,1624
"4530266",8454,195,211
"4530267",8455,304,771
"4530268",8456,170,628
"4530273",8457,462,1887
"4530274",8458,240,1899
"4530275",8459,242,2433
"4530277",8460,1075,4402
"4530301",8461,243,702
"4530302",8462,1045,1530
"4530303",8463,950,1309
"4530304",8464,1135,1909
"4530305",8465,5,5
"4530306",8466,1511,954
"4530307",8467,462,613
"4530308",8468,3037,1735
"4530309",8469,550,1319
"4530310",8470,1181,2581
"4530311",8471,602,3440
"4530312",8472,831,712
"4530313",8473,45,302
"4530314",8474,2024,2002
"4530315",8475,1093,1896
"4530316",8476,1705,1387
"4530317",8477,892,1175
"4530318",8478,236,408
"4530319",8479,1051,729
"4530320",8480,911,595
"4530321",8481,197,362
"4530323",8482,265,1102
"4530324",8483,2497,1966
"4530325",8484,26,61
"4530326",8485,510,1021
"4530327",8486,871,1337
"4530328",8487,780,1919
"4530329",8488,952,2281
"4530330",8489,1116,1078
"4530331",8490,691,1243
"4530332",8491,246,1919
"4530333",8492,775,1285
"4530334",8493,977,1125
"4530335",8494,614,1062
"4530336",8495,599,982
"4530337",8496,1046,1918
"4530338",8497,1543,2213
"4530339",8498,367,957
"4530340",8499,496,2145
"4530341",8500,89,177
"4530342",8501,545,3100
"4530343",8502,527,1123
"4530344",8503,269,1050
"4530345",8504,0,0
"4530346",8505,2500,1294
"4530347",8506,829,1161
"4530349",8507,1156,2488
"4530350",8508,702,2259
"4530351",8509,268,894
"4530352",8510,485,1964
"4530354",8511,1187,2083
"4530356",8512,297,1106
"4530357",8513,197,273
"4530358",8514,730,2574
"4530359",8515,1825,1857
"4530360",8516,868,2143
"4530361",8517,408,540
"4530362",8518,617,1533
"4530363",8519,430,743
"4530364",8520,1149,1579
"4530365",8521,722,1035
"4530366",8522,1167,2357
"4530367",8523,1714,2904
"4530368",8524,188,115
"4530369",8525,1843,1307
"4530370",8526,581,403
"4530371",8527,1259,730
"4530372",8528,716,532
"4530373",8529,2494,1221
"4530374",8530,2239,2097
"4530375",8531,388,279
"4530401",8532,389,1135
"4530402",8533,402,1442
"4530403",8534,276,487
"4530404",8535,449,2092
"4530405",8536,113,460
"4530406",8537,882,1339
"4530407",8538,242,1395
"4530408",8539,556,1786
"4530409",8540,177,1329
"4530410",8541,305,1884
"4530411",8542,285,1132
"4530412",8543,14,66
"4530413",8544,166,907
"4530414",8545,640,1964
"4530415",8546,172,692
"4530416",8547,71,258
"4530417",8548,258,1124
"4530418",8549,4,1
"4530419",8550,101,251
"4530420",8551,193,1682
"4530421",8552,272,1743
"4530422",8553,173,1454
"4530423",8554,215,1764
"4530424",8555,228,1587
"4530425",8556,90,385
"4530426",8557,158,1724
"4530427",8558,138,1491
"4530428",8559,338,810
"4530429",8560,552,4663
"4530430",8561,87,879
"4530431",8562,340,3395
"4530432",8563,0,1
"4530433",8564,211,1941
"4530434",8565,0,1
"4530435",8566,877,3052
"4530436",8567,12,221
"4530437",8568,201,1541
"4530438",8569,105,860
"4530439",8570,206,2250
"4530440",8571,131,741
"4530441",8572,352,2282
"4530442",8573,119,909
"4530443",8574,256,1643
"4530444",8575,6,108
"4530446",8576,99,649
"4530447",8577,399,2159
"4530448",8578,230,1296
"4530450",8579,367,2083
"4530451",8580,342,1783
"4530452",8581,147,998
"4530454",8582,296,1129
"4530458",8583,509,2068
"4530460",8584,354,2023
"4530461",8585,481,3089
"4530463",8586,421,1929
"4550001",8587,272,61
"4550002",8588,324,48
"4550003",8589,187,43
"4550004",8590,122,21
"4550005",8591,92,26
"4550006",8592,112,16
"4550007",8593,127,15
"4550008",8594,208,29
"4550009",8595,299,43
"4550010",8596,135,28
"4550011",8597,682,161
"4550012",8598,51,12
"4550014",8599,262,51
"4550015",8600,54,6
"4550016",8601,176,57
"4550017",8602,260,164
"4550018",8603,40,43
"4550019",8604,538,114
"4550020",8605,27,12
"4550021",8606,140,27
"4570001",8607,317,73
"4570002",8608,254,186
"4570003",8609,586,205
"4570004",8610,540,92
"4570005",8611,63,40
"4570006",8612,240,28
"4570007",8613,325,29
"4570008",8614,105,16
"4570009",8615,210,27
"4570010",8616,619,86
"4570011",8617,57,2
"4570013",8618,253,50
"4570014",8619,743,100
"4570015",8620,424,63
"4570016",8621,255,33
"4570017",8622,148,80
"4570018",8623,588,117
"4590001",8624,813,168
"4590002",8625,1324,123
"4590003",8626,732,116
"4590004",8627,471,112
"4590005",8628,325,111
"4590006",8629,648,109
"4590007",8630,951,228
"4590008",8631,393,101
"4590009",8632,794,179
"4590010",8633,1108,134
"4590011",8634,277,74
"4590012",8635,494,59
"4590013",8636,354,123
"4590014",8637,228,54
"4590015",8638,906,97
"4590016",8639,604,168
"4590017",8640,836,301
"4590018",8641,188,88
"4590019A",8642,4,1
"4590019B",8643,0,0
"4590020",8644,64,9
"4590021",8645,0,0
"4610001",8646,190,27
"4610002",8647,101,14
"4610003",8648,131,42
"4610004",8649,234,56
"4610005",8650,47,5
"4610006",8651,96,22
"4630001",8652,397,410
"4630002",8653,436,260
"4630003",8654,397,42
"4630004",8655,290,53
"4630005",8656,641,235
"4630006",8657,133,27
"4630007",8658,280,80
"4630008",8659,305,483
"4630009",8660,76,454
"4630010",8661,45,169
"4630011",8662,173,69
"4630012",8663,607,477
"4630013",8664,327,724
"4630014",8665,64,17
"4650010A",8666,6,9
"4650010B",8667,302,519
"4650011",8668,180,479
"4650012",8669,28,92
"4650013",8670,239,134
"4650020",8671,99,16
"4650021",8672,210,424
"4650022",8673,291,492
"4650023",8674,108,43
"4650024",8675,188,314
"4650030",8676,310,324
"4650031",8677,1500,1052
"4650032",8678,131,36
"4650033",8679,659,223
"4650040",8680,639,1279
"4650041A",8681,31,55
"4650041B",8682,202,350
"4650042",8683,17,1
"4650043",8684,32,6
"467001A",8685,516,105
"467001B",8686,707,83
"467001C",8687,292,96
"467001D",8688,1164,214
"467001E",8689,729,102
"467002A",8690,725,87
"467002B",8691,1031,118
"467002C",8692,844,125
"467002D",8693,1478,191
"467003A",8694,1183,270
"467003B",8695,1282,160
"467003C",8696,466,80
"467003D",8697,541,185
"467004A",8698,626,100
"467004B",8699,750,129
"467004C",8700,807,115
"467004D",8701,1449,267
"467004E",8702,565,75
"4690001",8703,73,120
"4690002",8704,274,217
"4690003",8705,385,221
"4690004",8706,169,283
"4690005",8707,453,484
"4690006",8708,39,57
"4690007",8709,227,504
"4690008",8710,403,353
"4690009",8711,284,177
"4690010",8712,592,285
"4690011",8713,201,52
"4690012",8714,129,134
"4690013",8715,228,225
"4690014",8716,524,174
"4690015",8717,62,16
"4690016",8718,207,38
"4690017",8719,158,92
"4690018",8720,1623,381
"4690019",8721,807,498
"4690020",8722,683,130
"4690021",8723,1790,482
"4690022",8724,949,110
"4690023",8725,799,136
"4690024",8726,818,105
"4690025",8727,1351,609
"4690026",8728,463,141
"4690027",8729,895,62
"4690028",8730,249,37
"4690029",8731,1212,393
"4690030",8732,181,86
"4690031",8733,183,132
"4690032",8734,193,269
"4690033",8735,2066,591
"4690034",8736,89,234
"4690035",8737,43,100
"4710101",8738,87,158
"4710102",8739,1065,894
"4710103",8740,690,259
"4710104",8741,945,194
"4710201",8742,588,554
"4710203",8743,310,62
"4710204",8744,998,421
"4710205",8745,1451,396
"4710206",8746,299,242
"4710301",8747,428,759
"4710302",8748,211,75
"4710303",8749,254,84
"4710304",8750,1530,394
"4710401",8751,487,811
"4710403",8752,634,210
"4710404",8753,1599,385
"4730101",8754,701,270
"4730102",8755,428,371
"4730103",8756,348,280
"4730104",8757,228,120
"4730105",8758,394,78
"4730206",8759,1311,244
"4730207",8760,1583,239
"4730208",8761,523,231
"4730309",8762,29,1673
"4730310",8763,145,759
"4730311",8764,306,139
"4730312",8765,816,161
"4730313",8766,195,93
"4730414",8767,90,112
"4730415",8768,626,204
"4730416",8769,309,315
"4730417",8770,175,357
"4730418",8771,1238,322
"4730419",8772,124,30
"4730420A",8773,683,200
"4730420B",8774,0,0
"4750002",8775,713,179
"475001E",8776,242,258
"475001W",8777,43,75
"475003N",8778,503,99
"475003S",8779,132,15
"475004E",8780,260,132
"475004M",8781,90,23
"475004W",8782,47,11
"4770101",8783,455,241
"4770104",8784,214,593
"4770109",8785,524,108
"4770115",8786,404,112
"4770117",8787,4,17
"4770121",8788,26,15
"4770202",8789,72,45
"4770203",8790,855,218
"4770205",8791,1136,326
"4770208",8792,828,103
"4770307",8793,628,191
"4770311",8794,572,111
"4770312",8795,629,100
"4770316",8796,99,30
"4770320",8797,1058,139
"4770406",8798,651,241
"4770410",8799,613,111
"4770413",8800,467,82
"4770414",8801,461,64
"4770418",8802,220,105
"4770419",8803,224,91
"4790122",8804,82,156
"4790124",8805,164,675
"4790125",8806,78,264
"4790128",8807,40,174
"4790129",8808,169,791
"4790130",8809,234,1301
"4790132",8810,233,1026
"4790133",8811,236,1084
"4790134",8812,159,617
"4790135",8813,115,464
"4790136",8814,52,160
"4790154",8815,57,279
"4790164",8816,66,299
"4790169",8817,59,279
"4790215",8818,117,420
"4790218",8819,184,580
"4790219",8820,183,450
"4790220",8821,98,360
"4790221",8822,175,380
"4790226",8823,75,327
"4790227",8824,373,1240
"4790231",8825,335,1108
"4790237",8826,98,226
"4790239",8827,622,1477
"4790252",8828,268,1009
"4790255",8829,278,657
"4790266",8830,127,445
"4790267",8831,163,484
"4790268",8832,13,80
"4790308",8833,142,261
"4790309",8834,321,1011
"4790310",8835,42,144
"4790311",8836,113,502
"4790312",8837,65,328
"4790338",8838,10,72
"4790340",8839,474,615
"4790341",8840,351,438
"4790342",8841,279,672
"4790343",8842,385,880
"4790344",8843,1021,1591
"4790345",8844,318,686
"4790349",8845,459,722
"4790350",8846,12,5
"4790351",8847,38,152
"4790356",8848,741,1317
"4790359",8849,491,1263
"4790360",8850,78,204
"4790361",8851,154,392
"4790362",8852,34,115
"4790363",8853,60,257
"4790401",8854,97,405
"4790402",8855,85,411
"4790403",8856,67,308
"4790404",8857,98,430
"4790405",8858,93,426
"4790406",8859,45,248
"4790407",8860,33,109
"4790413",8861,151,544
"4790414",8862,50,230
"4790416",8863,61,250
"4790417",8864,51,160
"4790423",8865,64,294
"4790446",8866,305,1022
"4790447",8867,358,725
"4790448",8868,47,99
"4790453",8869,28,123
"4790457",8870,18,14
"4790458",8871,289,908
"4790465",8872,57,237
"4810101A",8873,327,196
"4810101B",8874,415,255
"4810102",8875,1094,344
"4810103",8876,757,223
"4810201",8877,1366,193
"4810202",8878,127,308
"4810203",8879,547,893
"4810301",8880,1244,186
"4810302",8881,871,262
"4810303",8882,1010,141
"4810401",8883,554,455
"4810402",8884,464,171
"4810403",8885,204,121
"4830001",8886,141,5
"4830002",8887,276,16
"4830003",8888,269,27
"4830004",8889,90,12
"4830005",8890,59,2
"4830006",8891,62,7
"4830007",8892,81,5
"4830008",8893,232,21
"4830009",8894,386,37
"4830010",8895,57,1
"4850101",8896,142,34
"4850102",8897,430,121
"4850103",8898,1851,663
"4850104",8899,597,194
"4850105",8900,1163,487
"4850106",8901,424,73
"4850107",8902,21,4
"4850108",8903,1498,436
"4850109",8904,1539,517
"4850110",8905,199,126
"4850111",8906,179,172
"4850112",8907,6,4
"4850113",8908,201,94
"4850114",8909,17,3
"4850115",8910,1,2
"4850116",8911,17,2
"4850117",8912,26,2
"4850201",8913,383,130
"4850202",8914,1055,558
"4850203",8915,335,268
"4850204",8916,97,16
"4850205",8917,1657,350
"4850206",8918,1086,267
"4850207",8919,167,130
"4850208",8920,59,18
"4850209",8921,0,0
"4850210",8922,0,0
"4850211",8923,49,40
"4850301",8924,2,2
"4850302",8925,326,305
"4850303",8926,202,445
"4850304",8927,40,50
"4850305",8928,101,73
"4850306",8929,92,312
"4850307",8930,93,37
"4850308",8931,105,136
"4850309",8932,1772,249
"4850310",8933,694,94
"4850311",8934,140,416
"4850312",8935,1,1
"4850313",8936,0,5
"4850315",8937,56,20
"4850316",8938,12,7
"4850317",8939,41,10
"4850318",8940,172,48
"4850319",8941,22,6
"4850401",8942,1033,321
"4850402",8943,296,102
"4850403",8944,798,332
"4850404",8945,1285,362
"4850405",8946,516,338
"4850406",8947,1085,414
"4850407",8948,455,293
"4850408",8949,12,2
"4850409",8950,12,2
"4850410",8951,122,28
"4850411",8952,255,129
"4850412",8953,355,42
"4850413",8954,397,79
"4850414",8955,248,40
"4870001A",8956,830,218
"4870001B",8957,48,7
"4870019",8958,476,264
"4870020",8959,318,132
"4870021",8960,935,141
"4890001",8961,142,374
"4890002A",8962,4,14
"4890002B",8963,184,413
"4890003",8964,148,213
"4890004",8965,178,378
"4890005",8966,82,205
"4890006",8967,79,121
"4890007",8968,147,286
"4890008",8969,77,212
"4890009",8970,116,213
"4890010",8971,160,33
"4890011",8972,106,123
"4890012",8973,16,23
"4910119",8974,1065,1122
"4910122",8975,936,922
"4910135",8976,552,1206
"4910138",8977,1304,1282
"4910140",8978,623,686
"4910145",8979,519,1017
"4910146",8980,895,2166
"4910147",8981,622,1491
"4910149",8982,477,824
"4910150",8983,471,871
"4910151",8984,520,1120
"4910152",8985,424,1053
"4910160",8986,1189,1528
"4910162",8987,513,1162
"4910172",8988,759,744
"4910182",8989,1577,1174
"4910185",8990,362,726
"4910186",8991,655,1100
"4910189",8992,721,1205
"4910190",8993,1717,1561
"4910197",8994,780,1016
"4910198",8995,1191,1480
"4910201",8996,1604,2052
"4910202",8997,662,471
"4910204",8998,1465,1626
"4910206",8999,1502,480
"4910207",9000,2246,729
"4910216",9001,778,809
"4910218",9002,757,1195
"4910253",9003,1515,1132
"4910254",9004,1106,1032
"4910259",9005,1393,1211
"4910263",9006,1391,1253
"4910264",9007,1571,1196
"4910266",9008,1163,1435
"4910267",9009,1716,1046
"4910273",9010,815,1050
"4910274",9011,1011,2276
"4910275",9012,539,1132
"4910277",9013,1626,1520
"4910278",9014,1568,1713
"4910283",9015,1378,1477
"4910287",9016,1526,1495
"4910305",9017,1612,571
"4910309",9018,673,229
"4910310",9019,721,250
"4910311",9020,834,338
"4910312",9021,1651,780
"4910314",9022,836,1078
"4910330",9023,1220,1256
"4910331",9024,1332,1061
"4910332",9025,1531,1092
"4910333A",9026,1227,1138
"4910333B",9027,8,7
"4910337",9028,1489,1481
"4910339",9029,673,973
"4910341",9030,838,442
"4910342",9031,185,316
"4910343",9032,1699,1092
"4910344",9033,1976,805
"4910345",9034,1299,490
"4910368",9035,1025,1161
"4910369",9036,1580,1317
"4910370",9037,1692,1103
"4910371",9038,1088,532
"4910379",9039,2301,912
"4910381",9040,1818,921
"4910392",9041,2515,1122
"4910393",9042,1340,529
"4910394",9043,2265,1084
"4910395",9044,1663,593
"4910396",9045,2212,1086
"4910402",9046,1370,1730
"4910403",9047,687,772
"4910413",9048,225,126
"4910415",9049,732,323
"4910420",9050,1842,1977
"4910423",9051,811,1176
"4910424",9052,1547,1070
"4910425",9053,228,124
"4910426",9054,668,534
"4910427",9055,854,629
"4910428",9056,1019,676
"4910429",9057,285,516
"4910434",9058,1456,408
"4910436",9059,359,125
"4910455",9060,452,935
"4910456",9061,351,474
"4910463",9062,1066,1958
"4910480",9063,1150,1892
"4910484",9064,1569,1865
"4910488",9065,955,863
"4910489",9066,1422,1588
"4910490",9067,595,608
"4910491",9068,1311,1777
