CNTYVTD,VTDKEY,MillerR_18G_Ag Comm,OlsonD_18G_Ag Comm,CarpenterL_18G_Ag Comm
"2150202",5398,230,193,7
"2150203",5399,552,945,44
"2150204",5400,90,138,8
"2150205",5401,18,54,1
"2150206",5402,147,339,16
"2150207",5403,499,684,27
"2150209",5404,62,169,7
"2150210",5405,20,108,4
"2150211",5406,116,321,14
"2150212",5407,97,94,3
"2150213",5408,18,56,2
"2150215",5409,133,268,10
"2150216",5410,151,445,14
"2150217",5411,11,48,3
"2150218",5412,64,202,6
"2150219",5413,94,261,11
"2150220",5414,79,156,4
"2150221",5415,168,351,22
"2150222",5416,5,2,0
"2150223",5417,92,98,2
"2150224",5418,76,50,2
"2150225",5419,24,88,2
"2150226",5420,6,13,0
"2150227",5421,163,789,17
"2150228",5422,463,1817,64
"2150229",5423,85,245,9
"2150230",5424,110,148,7
"2150231",5425,52,76,3
"2150232",5426,100,301,18
"2150233",5427,0,1,0
"2150234",5428,219,847,21
"2150235",5429,68,74,2
"2150236",5430,156,138,8
"2150237",5431,48,230,5
"2150238",5432,22,24,0
"2150239",5433,318,522,21
"2150240",5434,102,213,10
"2150241",5435,19,69,8
"2150242",5436,6,7,0
"2150243",5437,12,24,0
"2150244",5438,102,177,4
"2150245",5439,20,68,2
"2150246",5440,1,1,0
"2150247",5441,19,41,5
"2150248",5442,4,10,0
"2150249",5443,46,88,3
"2150250",5444,2,37,2
"2150251",5445,1,5,0
"2150252",5446,5,3,0
"2150253",5447,50,117,1
"2150254",5448,15,35,4
"2150255",5449,36,61,2
"2150256",5450,11,74,1
"2150257",5451,25,191,2
"2170002",5452,382,139,12
"2170003",5453,241,273,13
"2170004",5454,892,307,15
"2170005",5455,247,43,1
"2170006",5456,170,37,1
"2170007",5457,260,59,6
"2170008",5458,112,19,1
"2170009",5459,164,37,6
"2170010",5460,700,232,13
"2170012",5461,357,56,5
"2170013",5462,1151,201,22
"2170014",5463,532,70,10
"2170015",5464,169,34,3
"2170016",5465,141,38,6
"2170018",5466,91,10,0
"2170019",5467,171,32,1
"2170020",5468,443,73,9
"2170021",5469,874,208,16
"2170022",5470,712,161,17
"2170023",5471,194,67,8
"2170024",5472,479,159,9
"2170027",5473,311,73,5
"2190011",5474,348,52,5
"2190014",5475,345,53,8
"2190015",5476,193,18,6
"2190016",5477,901,154,13
"2190021",5478,680,187,16
"2190024",5479,334,55,3
"2190032",5480,541,173,19
"2190033",5481,52,4,0
"2190035",5482,55,26,2
"2190036",5483,70,59,6
"2190043",5484,168,19,5
"2190044",5485,296,97,8
"2190045A",5486,372,117,7
"2190045B",5487,173,55,7
"2190046",5488,251,56,7
"2210001",5489,552,122,14
"2210002",5490,1623,364,39
"2210003",5491,1334,299,36
"2210004",5492,1119,258,24
"2210005",5493,1236,245,30
"2210007",5494,554,101,8
"2210008",5495,1291,283,33
"2210009",5496,2012,428,50
"2210010",5497,2379,496,61
"2210011",5498,822,176,21
"2210012",5499,758,173,14
"2210013",5500,1545,358,38
"2210014",5501,1602,382,36
"2210015",5502,218,46,6
"2210016",5503,2809,564,73
"2230001",5504,913,257,25
"2230002",5505,507,210,10
"2230003",5506,634,247,19
"2230004",5507,605,113,4
"2230005",5508,233,31,4
"2230008",5509,125,23,5
"2230011",5510,328,86,5
"2230012",5511,149,27,0
"2230013",5512,361,93,4
"2230014",5513,454,80,5
"2230016",5514,524,88,6
"2230017",5515,522,123,11
"223001A",5516,733,195,9
"2230020",5517,288,40,5
"2230023",5518,132,18,3
"2230024",5519,342,52,10
"2230025",5520,174,22,4
"223002A",5521,299,283,9
"2230036",5522,433,52,5
"223003A",5523,652,185,12
"223004A",5524,719,223,9
"2250001",5525,365,207,11
"2250002",5526,549,231,6
"2250003",5527,231,413,6
"2250004",5528,667,254,14
"2250005",5529,537,93,5
"2250006",5530,425,148,7
"2250007",5531,464,67,10
"2250008",5532,194,41,1
"2250009",5533,239,24,2
"2250010",5534,146,35,0
"2250011",5535,68,14,5
"2250012",5536,73,11,2
"2250014",5537,227,31,2
"2250015",5538,127,32,1
"2250016",5539,154,12,1
"2250017",5540,167,13,3
"2250018",5541,59,32,3
"2250019",5542,266,71,4
"2250020",5543,130,9,1
"2250021",5544,155,41,1
"2250022",5545,121,39,2
"2270011",5546,227,198,10
"2270012",5547,97,83,3
"2270013",5548,76,65,6
"2270014",5549,33,28,2
"2270016",5550,20,18,1
"2270024",5551,186,36,5
"2270025",5552,518,101,10
"2270026",5553,300,55,0
"2270032",5554,40,12,0
"2270033",5555,518,173,26
"2270034",5556,474,152,17
"2270035",5557,125,41,7
"2270037",5558,0,0,0
"2270042",5559,227,66,2
"2270045",5560,243,80,11
"2270046",5561,266,88,10
"2270103",5562,36,28,3
"2270104",5563,15,10,0
"2270105",5564,0,0,0
"227012A",5565,19,15,0
"2270205",5566,558,108,13
"2270207",5567,450,53,12
"2270208",5568,77,5,0
"2270209",5569,0,0,0
"2270304",5570,176,53,5
"2270404",5571,192,62,7
"2270405",5572,80,19,2
"2270408",5573,22,0,0
"2270409",5574,250,19,8
"227207C",5575,291,33,5
"2290001",5576,140,86,15
"2290002",5577,106,121,7
"2290004",5578,87,50,8
"229003N",5579,57,33,4
"229003S",5580,54,52,4
"2310101",5581,474,70,12
"2310102",5582,546,115,12
"2310103",5583,346,50,11
"2310104",5584,451,90,8
"2310105",5585,228,122,4
"2310106",5586,519,293,20
"2310107",5587,1021,426,42
"2310108",5588,446,263,22
"2310109",5589,553,110,17
"2310210",5590,282,89,5
"2310211",5591,287,74,6
"2310212",5592,429,175,14
"2310213",5593,444,61,12
"2310214",5594,1256,248,37
"2310215",5595,2270,502,58
"2310216",5596,967,214,22
"2310217",5597,746,151,26
"2310318",5598,340,47,10
"2310319",5599,784,123,18
"2310320",5600,817,200,18
"2310321",5601,527,123,21
"2310322",5602,355,91,6
"2310323",5603,1241,238,26
"2310324",5604,937,250,26
"2310325",5605,1213,303,33
"2310426",5606,189,68,6
"2310427",5607,622,643,39
"2310428",5608,579,440,34
"2310429",5609,187,62,6
"2310430",5610,180,88,12
"2310431",5611,188,80,3
"2310432",5612,345,35,9
"2310433",5613,208,593,24
"2310434",5614,616,114,11
"2330011",5615,881,89,25
"2330014",5616,974,147,20
"2330021",5617,1632,142,32
"2330023",5618,142,21,8
"2330031",5619,753,72,9
"2330033",5620,662,89,15
"2330041",5621,39,2,2
"2330042",5622,598,188,26
"2350100",5623,153,25,2
"2350200",5624,146,25,4
"2350300",5625,117,19,4
"2350400",5626,186,31,5
"2370001",5627,487,71,7
"2370002",5628,507,70,8
"2370003",5629,89,10,3
"2370004",5630,420,53,4
"2370005",5631,375,29,8
"2370006",5632,556,89,5
"2390001",5633,724,268,13
"2390002",5634,902,162,9
"2390003",5635,941,180,12
"2390004",5636,160,24,3
"2390005",5637,273,42,5
"2390006",5638,215,75,5
"2390007",5639,58,12,2
"2390008",5640,234,44,9
"2390009",5641,294,44,9
"2410001",5642,23,9,1
"2410002",5643,377,31,6
"2410003",5644,467,93,9
"2410004",5645,362,55,2
"2410005",5646,81,13,2
"2410006",5647,396,183,3
"2410007",5648,197,147,1
"2410008",5649,242,207,4
"2410009",5650,896,118,8
"2410010",5651,787,88,15
"2410011",5652,244,26,3
"2410012",5653,258,49,3
"2410013",5654,223,56,1
"2410014",5655,962,222,21
"2410015",5656,1198,133,20
"2410016",5657,122,10,1
"2410017",5658,672,56,13
"2410019",5659,972,233,14
"2410020",5660,265,296,8
"2410021",5661,507,269,19
"2430001",5662,187,157,21
"2430002",5663,112,92,11
"2430003",5664,170,95,12
"2430004",5665,70,39,5
"2430005",5666,96,59,7
"2450001",5667,65,718,5
"2450002",5668,97,383,7
"2450003",5669,46,814,5
"2450004",5670,594,326,24
"2450005",5671,368,447,13
"2450006",5672,174,440,7
"2450007",5673,293,419,18
"2450008",5674,11,298,2
"2450009",5675,1880,391,37
"2450010",5676,41,208,7
"2450011",5677,35,142,1
"2450012",5678,6,226,0
"2450013",5679,4,172,0
"2450014",5680,27,576,3
"2450015",5681,40,485,2
"2450016",5682,16,146,2
"2450017",5683,579,772,15
"2450018",5684,14,694,2
"2450019",5685,35,589,6
"2450020",5686,41,426,9
"2450021",5687,75,57,3
"2450022",5688,794,1290,21
"2450023",5689,298,940,10
"2450024",5690,220,70,7
"2450025",5691,895,258,23
"2450026",5692,849,612,20
"2450027",5693,333,389,14
"2450028",5694,144,309,5
"2450029",5695,854,113,10
"2450030",5696,564,86,5
"2450031",5697,615,95,14
"2450032",5698,95,35,2
"2450033",5699,706,372,18
"2450034",5700,28,844,5
"2450035",5701,398,81,5
"2450036",5702,633,160,21
"2450037",5703,1014,308,25
"2450038",5704,1025,208,17
"2450039",5705,19,940,6
"2450040",5706,1265,280,28
"2450041",5707,60,25,1
"2450042",5708,1062,273,22
"2450043",5709,908,270,11
"2450044",5710,153,196,3
"2450045",5711,118,345,6
"2450046",5712,119,351,6
"2450047",5713,144,433,6
"2450048",5714,44,303,3
"2450049",5715,25,140,0
"2450050",5716,113,821,8
"2450051",5717,10,139,1
"2450052",5718,4,220,1
"2450053",5719,38,565,3
"2450054",5720,10,207,1
"2450055",5721,5,158,2
"2450056",5722,1440,354,35
"2450057",5723,11,322,0
"2450058",5724,23,12,0
"2450059",5725,7,455,2
"2450060",5726,1187,374,30
"2450061",5727,424,362,12
"2450062",5728,1024,492,42
"2450063",5729,24,622,2
"2450064",5730,82,349,6
"2450065",5731,863,306,22
"2450066",5732,594,183,22
"2450067",5733,105,970,11
"2450068",5734,690,588,22
"2450069",5735,1193,419,40
"2450070",5736,375,635,5
"2450071",5737,41,11,2
"2450072",5738,461,743,16
"2450073",5739,1037,460,28
"2450074",5740,1350,248,22
"2450075",5741,41,341,8
"2450076",5742,48,290,4
"2450077",5743,29,579,1
"2450078",5744,327,649,12
"2450079",5745,738,476,19
"2450080",5746,116,25,2
"2450081",5747,11,325,0
"2450082",5748,368,665,16
"2450083",5749,535,137,10
"2450084",5750,20,550,4
"2450085",5751,75,673,3
"2450086",5752,348,303,9
"2450087",5753,66,463,6
"2450088",5754,165,359,7
"2450089",5755,50,144,4
"2450090",5756,14,18,0
"2450091",5757,348,53,11
"2450092",5758,444,246,9
"2450093",5759,50,255,7
"2450094",5760,907,380,23
"2450095",5761,182,103,4
"2450096",5762,34,170,1
"2450097",5763,0,0,0
"2450098",5764,119,79,4
"2450099",5765,80,224,3
"2450100",5766,960,692,18
"2450101",5767,1,0,0
"2450102",5768,61,19,1
"2450103",5769,16,3,0
"2450104",5770,40,9,1
"2450105",5771,16,58,1
"2450106",5772,7,7,0
"2450107",5773,1,0,0
"2450108",5774,237,38,2
"2450109",5775,95,24,2
"2470001",5776,43,256,12
"2470002",5777,118,262,9
"2470003",5778,89,215,11
"2470004",5779,66,294,11
"2470005",5780,5,4,0
"2490001",5781,46,124,6
"2490002",5782,173,65,5
"2490003",5783,471,150,15
"2490004",5784,195,292,8
"2490005",5785,29,84,0
"2490006",5786,118,265,8
"2490007",5787,635,513,20
"2490008",5788,943,323,25
"2490009",5789,71,149,3
"2490010",5790,148,593,20
"2490011",5791,91,192,8
"2490012",5792,262,471,19
"2490013",5793,27,137,1
"2490014",5794,64,41,0
"2490015",5795,236,353,11
"2490016",5796,57,237,6
"2490017",5797,229,421,21
"2490018",5798,61,89,3
"2490019",5799,112,36,5
"2490020",5800,40,228,4
"2490022",5801,138,415,12
"2510001",5802,415,81,13
"2510002",5803,1997,525,60
"2510003",5804,1715,596,41
"2510004",5805,2485,916,94
"2510005",5806,1797,490,52
"2510006",5807,252,57,5
"2510007",5808,2897,791,79
"2510008",5809,2026,1122,89
"2510009",5810,534,84,10
"2510010",5811,1244,426,54
"2510011",5812,1818,379,49
"2510012",5813,1310,292,32
"2510013",5814,855,215,34
"2510014",5815,225,36,7
"2510015",5816,737,158,23
"2510016",5817,260,74,11
"2510017",5818,1055,411,38
"2510018",5819,1447,502,32
"2510019",5820,2613,724,78
"2510020",5821,255,217,22
"2510021",5822,733,151,15
"2510022",5823,1381,582,51
"2510023",5824,991,186,21
"2510024",5825,567,132,28
"2510025",5826,501,191,15
"2510026",5827,668,120,19
"2510027",5828,1079,190,25
"2510028",5829,836,201,35
"2510029",5830,450,107,17
"2510030",5831,528,90,11
"2510031",5832,588,115,12
"2510032",5833,1303,350,30
"2510033",5834,509,107,16
"2510034",5835,821,296,35
"2510035",5836,1842,423,42
"2510036",5837,245,180,13
"2530101",5838,524,109,6
"2530102",5839,45,32,1
"2530103",5840,162,57,4
"2530201",5841,610,218,9
"2530202",5842,108,31,0
"2530203",5843,137,17,5
"2530301",5844,128,16,2
"2530302",5845,502,59,13
"2530303",5846,598,70,9
"2530401",5847,678,88,15
"2530402",5848,522,148,14
"2550001",5849,421,339,18
"2550002",5850,95,15,0
"2550003",5851,99,6,1
"2550004",5852,329,195,11
"2550005",5853,220,125,10
"2550006",5854,164,14,2
"2550007",5855,336,37,5
"2550008",5856,92,35,0
"2550009",5857,115,18,2
"2550010",5858,159,15,3
"2550011",5859,221,97,7
"2550012",5860,249,115,9
"2550013",5861,28,3,1
"2550014",5862,148,210,10
"2550015",5863,22,20,1
"2570001",5864,833,464,31
"2570002",5865,512,142,17
"2570003",5866,1736,754,49
"2570004",5867,1827,624,33
"2570005",5868,282,687,9
"2570006",5869,903,203,22
"2570007",5870,1650,1199,72
"2570008",5871,544,373,17
"2570009",5872,718,195,20
"2570010",5873,1115,203,14
"2570011",5874,789,312,25
"2570012",5875,773,141,26
"2570013",5876,936,709,35
"2570014",5877,1142,719,50
"2570015",5878,1133,215,22
"2570016",5879,1233,229,21
"2570017",5880,924,153,11
"2570018",5881,950,229,20
"2570019",5882,933,390,23
"2570020",5883,565,178,14
"2570021",5884,934,195,22
"2570022",5885,551,101,16
"2570023",5886,443,137,9
"2570024",5887,542,208,8
"2570025",5888,281,171,4
"2570026",5889,132,465,11
"2570027",5890,1422,636,43
"2570028",5891,616,168,10
"2570029",5892,795,950,33
"2570030",5893,714,183,16
"2591010",5894,1142,409,58
"2591110",5895,2149,580,56
"2592020",5896,1140,204,21
"2592080",5897,1838,473,46
"2592120",5898,2269,598,61
"2593030",5899,1376,265,37
"2593040",5900,1739,491,66
"2593060",5901,354,67,8
"2594050",5902,1207,411,34
"2594070",5903,187,45,2
"2594100",5904,1669,452,64
"2610001",5905,19,17,1
"2610002",5906,17,23,2
"2610003",5907,6,11,0
"2610004",5908,21,7,0
"2610005",5909,5,3,1
"2610006",5910,6,8,0
"2630101",5911,88,16,3
"2630201",5912,19,2,0
"2630202",5913,43,3,0
"2630301",5914,51,11,1
"2630302",5915,21,1,0
"2630401",5916,59,11,0
"2650101",5917,1407,358,33
"2650107",5918,479,104,16
"2650109",5919,713,176,22
"2650113",5920,789,266,25
"2650118",5921,174,59,5
"2650119",5922,905,372,37
"2650202",5923,1130,217,28
"2650211",5924,457,167,17
"2650215",5925,1440,367,44
"2650220",5926,1468,333,34
"2650303",5927,535,124,8
"2650308",5928,248,87,4
"2650312",5929,1447,638,72
"2650314",5930,563,402,36
"2650404",5931,544,66,21
"2650405",5932,863,288,25
"2650406",5933,1498,371,46
"2650410",5934,166,15,0
"2650416",5935,855,201,17
"2650417",5936,829,248,23
"2670001",5937,356,56,8
"2670002",5938,163,25,2
"2670003",5939,138,18,1
"2670004",5940,179,24,3
"2670006",5941,174,15,2
"2670007",5942,207,18,7
"2670009",5943,260,38,2
"2690001",5944,33,1,0
"2690002",5945,20,0,0
"2690003",5946,32,1,1
"2690004",5947,35,3,0
"2710001",5948,251,64,3
"2710002",5949,130,107,14
"2710003",5950,88,104,9
"2710004",5951,290,60,6
"2730011",5952,499,365,36
"2730012",5953,391,244,11
"2730013",5954,263,409,12
"2730014",5955,76,121,8
"2730021",5956,33,94,4
"2730022",5957,203,236,22
"2730023",5958,189,329,12
"2730024",5959,255,285,18
"2730031",5960,381,271,21
"2730032",5961,232,258,14
"2730033",5962,252,135,10
"2730034",5963,205,111,8
"2730035",5964,312,217,11
"2730041",5965,39,145,5
"2730042",5966,69,232,8
"2730043",5967,251,386,24
"2730044",5968,83,132,10
"2730045",5969,53,254,9
"2750101",5970,256,58,2
"2750201",5971,90,20,1
"2750202",5972,113,30,2
"2750301",5973,150,45,6
"2750302",5974,35,6,1
"2750401",5975,180,79,2
"277001B",5976,134,9,0
"277001C",5977,138,25,3
"277001D",5978,263,42,7
"277001E",5979,358,69,14
"277001F",5980,432,48,5
"277001G",5981,219,43,6
"277001H",5982,284,30,5
"277001I",5983,50,7,2
"277002D",5984,260,79,6
"277002E",5985,274,56,1
"277002F",5986,93,18,4
"277002G",5987,281,83,5
"277003D",5988,389,52,9
"277003E",5989,647,71,9
"277003F",5990,271,33,2
"277003G",5991,283,38,4
"277003I",5992,650,92,12
"277004B",5993,812,142,15
"277004C",5994,145,30,3
"277004D",5995,765,59,8
"277004E",5996,338,46,8
"277004F",5997,795,141,21
"277004G",5998,962,156,22
"2771A3B",5999,249,138,11
"2771A5A",6000,361,257,17
"2771E7C",6001,456,123,12
"2772A1A",6002,125,323,11
"2772B2A",6003,157,303,13
"2772C3A",6004,359,260,11
"2773C7G",6005,1002,450,37
"2773H3C",6006,246,98,5
"2774A6E",6007,581,217,17
"2790001",6008,321,83,9
"2790002",6009,98,82,2
"2790003",6010,259,51,2
"2790004",6011,37,1,0
"2790005",6012,154,38,0
"2790006",6013,124,31,1
"2790007",6014,43,3,0
"2790008",6015,781,172,11
"2790009",6016,312,118,23
"2790010",6017,163,27,5
"2790011",6018,309,47,0
"2790012",6019,93,10,0
"2810001",6020,713,282,26
"2810002",6021,1512,323,46
"2810003",6022,620,219,20
"2810004",6023,526,120,28
"2810005",6024,307,35,4
"2810006",6025,279,34,4
"2810007",6026,349,68,11
"2810008",6027,739,201,24
"2810009",6028,756,202,17
"2830001",6029,214,207,9
"2830002",6030,50,119,6
"2830003A",6031,87,189,3
"2830003B",6032,0,0,0
"2830004",6033,45,8,1
"2830005",6034,110,167,1
"2830006",6035,77,87,3
"283003A",6036,8,1,0
"2850001",6037,514,67,8
"2850002",6038,703,142,13
"2850007",6039,143,36,0
"2850008",6040,399,63,5
"2850009",6041,643,110,10
"2850011",6042,176,20,3
"2850012",6043,182,25,4
"2850015",6044,89,24,0
"2850016",6045,268,25,1
"2850017",6046,190,16,2
"2850019",6047,218,24,4
"2850020",6048,49,11,2
"2850023",6049,643,96,12
"2850026",6050,90,31,0
"2850027",6051,112,11,1
"2850029",6052,553,102,13
"2850030",6053,757,127,20
"2850031",6054,597,83,7
"2850032",6055,149,14,1
"2870101",6056,590,248,16
"2870102",6057,72,58,1
"2870103",6058,116,15,2
"2870201",6059,335,36,2
"2870202",6060,754,160,15
"2870203",6061,189,34,1
"2870301",6062,63,8,1
"2870302",6063,615,163,22
"2870303",6064,514,177,25
"2870304",6065,100,37,2
"2870401",6066,285,110,2
"2870402",6067,44,35,1
"2870403",6068,131,36,2
"2870404",6069,282,128,6
"2870405",6070,241,63,8
"2890001",6071,715,124,5
"2890002",6072,201,24,1
"2890003",6073,308,44,8
"2890004",6074,440,71,3
"2890005",6075,298,43,6
"2890006",6076,692,69,9
"2890007",6077,322,30,2
"2890008",6078,471,87,10
"2890009",6079,168,22,0
"2890010",6080,519,47,8
"2890011",6081,397,77,7
"2890012",6082,338,114,9
"2890013",6083,412,36,3
"2890014",6084,103,23,3
"289001A",6085,114,9,5
"289005A",6086,31,1,0
"289014A",6087,102,18,2
"2910001",6088,268,47,5
"2910002",6089,444,66,11
"2910003",6090,1014,113,19
"2910004",6091,240,51,1
"2910005",6092,873,199,23
"2910006",6093,421,48,8
"2910007",6094,530,254,16
"2910008",6095,899,123,23
"2910009",6096,1073,142,22
"2910010",6097,1115,330,27
"2910011",6098,207,189,4
"2910012",6099,454,166,17
"2910013",6100,231,30,5
"2910014",6101,202,41,3
"2910015",6102,169,56,2
"2910016",6103,188,22,4
"2910017",6104,235,30,2
"2910018",6105,130,401,3
"2910019",6106,580,260,13
"2910020",6107,21,338,4
"2910021",6108,1450,200,34
"2910022",6109,1155,398,26
"2910023",6110,596,218,18
"2910024",6111,306,59,6
"2910025",6112,413,54,10
"2910026",6113,794,200,24
"2910027",6114,139,22,2
"2910028",6115,311,31,1
"2910029",6116,514,83,8
"2910030",6117,549,249,10
"2930101",6118,632,224,17
"2930102",6119,330,31,4
"2930103",6120,329,84,4
"2930104",6121,371,60,8
"2930201",6122,182,100,3
"2930202",6123,57,158,2
"2930203",6124,33,69,1
"2930204",6125,227,57,5
"2930205",6126,156,79,3
"2930206",6127,189,35,4
"2930301",6128,540,177,10
"2930302",6129,215,70,7
"2930303",6130,78,13,2
"2930304",6131,308,54,7
"2930305",6132,144,32,1
"2930401",6133,422,292,9
"2930402",6134,219,24,2
"2930403",6135,160,34,1
"2930404",6136,224,26,4
"2930405",6137,178,19,6
"2930406",6138,110,15,1
"2950106",6139,121,20,6
"2950202",6140,75,8,3
"2950207A",6141,171,20,2
"2950207B",6142,1,0,0
"2950303",6143,227,26,3
"2950308",6144,77,13,1
"2950404",6145,176,44,3
"2950409",6146,48,11,2
"2970001",6147,204,30,3
"2970002",6148,378,83,7
"2970003",6149,208,146,5
"2970004",6150,391,70,8
"2970005",6151,172,16,1
"2970006",6152,112,15,2
"2970007",6153,16,4,0
"2970008",6154,69,7,2
"2970009",6155,302,101,13
"2970010",6156,203,27,1
"2970011",6157,43,1,0
"2970012",6158,82,7,1
"2970013",6159,270,31,7
"2970014",6160,472,88,5
"2990101",6161,159,48,6
"2990102",6162,306,79,7
"2990108",6163,460,158,22
"2990109",6164,1909,421,30
"2990203",6165,1036,252,34
"2990204",6166,425,129,12
"2990205",6167,332,91,12
"2990307",6168,1342,411,33
"2990410",6169,1849,440,66
"3010001",6170,12,4,2
"3010002",6171,6,2,0
"3010003",6172,18,1,0
"3010004",6173,5,3,0
"3030001",6174,495,786,33
"3030002A",6175,429,406,22
"3030002B",6176,0,0,0
"3030003",6177,261,761,31
"3030004",6178,65,268,11
"3030005",6179,106,226,5
"3030006A",6180,34,477,6
"3030006B",6181,0,0,0
"3030007",6182,928,312,43
"3030008",6183,342,772,47
"3030009",6184,941,482,39
"3030010",6185,146,266,23
"3030012",6186,836,308,18
"3030013",6187,609,330,37
"3030014",6188,301,245,29
"3030015",6189,475,543,35
"3030016",6190,272,289,21
"3030017",6191,128,231,19
"3030018",6192,238,328,18
"3030019",6193,199,436,16
"3030020",6194,24,430,4
"3030021",6195,493,384,30
"3030022",6196,629,339,31
"3030023",6197,447,303,23
"3030024",6198,385,401,19
"3030025",6199,251,377,14
"3030026",6200,307,504,21
"3030027",6201,733,580,46
"3030028",6202,904,480,36
"3030029",6203,393,354,26
"3030030",6204,871,488,33
"3030031A",6205,705,153,15
"3030031B",6206,0,0,0
"3030033",6207,1568,270,35
"3030034",6208,220,51,6
"3030035",6209,303,74,7
"3030036",6210,718,265,22
"3030038",6211,292,269,8
"3030039",6212,950,180,24
"3030040",6213,33,275,5
"3030041",6214,1012,246,30
"3030043",6215,243,32,9
"3030044",6216,531,157,11
"3030045",6217,171,48,4
"3030046",6218,1450,222,41
"3030047",6219,857,441,49
"3030049",6220,282,361,19
"3030050",6221,289,418,20
"3030051",6222,34,18,3
"3030052",6223,1389,505,62
"3030053",6224,747,480,46
"3030054",6225,1652,413,44
"3030056",6226,147,53,4
"3030057A",6227,821,401,32
"3030057B",6228,2,0,0
"3030058",6229,584,209,18
"3030059",6230,714,491,47
"3030060",6231,583,178,17
"3030062",6232,970,345,36
"3030063",6233,34,17,2
"3030065",6234,296,109,7
